area,statistic,age_category,quantity,State
Mallee,Eligible participants,70-74 years,6747.0,Victoria
Mallee,Participation rate (%),70-74 years,89.5,Victoria
Mallee,Total participants,75-79 years,4762.0,Victoria
Mallee,Eligible participants,75-79 years,5379.0,Victoria
Mallee,Participation rate (%),75-79 years,88.5,Victoria
Mallee,Total participants,80-84 years,3363.0,Victoria
Mallee,Eligible participants,80-84 years,3841.0,Victoria
Mallee,Participation rate (%),80-84 years,87.6,Victoria
Mallee,Total participants,85 years and over,3185.0,Victoria
Mallee,Eligible participants,85 years and over,4002.0,Victoria
Mallee,Participation rate (%),85 years and over,79.6,Victoria
Mallee,Total participants,Age or gender ndf,306.0,Victoria
Mallee,Eligible participants,Age or gender ndf,405.0,Victoria
Mallee,Participation rate (%),Age or gender ndf,75.6,Victoria
Mallee,Total participants,Total Persons,78649.0,Victoria
Mallee,Eligible participants,Total Persons,99856.0,Victoria
Mallee,Participation rate (%),Total Persons,78.8,Victoria
Maribyrnong,Total participants,18-19 years,2078.0,Victoria
Maribyrnong,Eligible participants,18-19 years,2553.0,Victoria
Maribyrnong,Participation rate (%),18-19 years,81.4,Victoria
Maribyrnong,Total participants,20-24 years,7109.0,Victoria
Maribyrnong,Eligible participants,20-24 years,9276.0,Victoria
Maribyrnong,Participation rate (%),20-24 years,76.6,Victoria
Maribyrnong,Total participants,25-29 years,7146.0,Victoria
Maribyrnong,Eligible participants,25-29 years,9559.0,Victoria
Maribyrnong,Participation rate (%),25-29 years,74.8,Victoria
Maribyrnong,Total participants,30-34 years,7124.0,Victoria
Maribyrnong,Eligible participants,30-34 years,9666.0,Victoria
Maribyrnong,Participation rate (%),30-34 years,73.7,Victoria
Maribyrnong,Total participants,35-39 years,6890.0,Victoria
Maribyrnong,Eligible participants,35-39 years,9382.0,Victoria
Maribyrnong,Participation rate (%),35-39 years,73.4,Victoria
Maribyrnong,Total participants,40-44 years,7119.0,Victoria
Maribyrnong,Eligible participants,40-44 years,9509.0,Victoria
Maribyrnong,Participation rate (%),40-44 years,74.9,Victoria
Maribyrnong,Total participants,45-49 years,7930.0,Victoria
Maribyrnong,Eligible participants,45-49 years,10312.0,Victoria
Maribyrnong,Participation rate (%),45-49 years,76.9,Victoria
Maribyrnong,Total participants,50-54 years,7550.0,Victoria
Maribyrnong,Eligible participants,50-54 years,9450.0,Victoria
Maribyrnong,Participation rate (%),50-54 years,79.9,Victoria
Maribyrnong,Total participants,55-59 years,7539.0,Victoria
Maribyrnong,Eligible participants,55-59 years,9225.0,Victoria
Maribyrnong,Participation rate (%),55-59 years,81.7,Victoria
Maribyrnong,Total participants,60-64 years,6984.0,Victoria
Maribyrnong,Eligible participants,60-64 years,8248.0,Victoria
Maribyrnong,Participation rate (%),60-64 years,84.7,Victoria
Maribyrnong,Total participants,65-69 years,6225.0,Victoria
Maribyrnong,Eligible participants,65-69 years,7272.0,Victoria
Maribyrnong,Participation rate (%),65-69 years,85.6,Victoria
Maribyrnong,Total participants,70-74 years,5098.0,Victoria
Maribyrnong,Eligible participants,70-74 years,5887.0,Victoria
Maribyrnong,Participation rate (%),70-74 years,86.6,Victoria
Maribyrnong,Total participants,75-79 years,4032.0,Victoria
Maribyrnong,Eligible participants,75-79 years,4677.0,Victoria
Maribyrnong,Participation rate (%),75-79 years,86.2,Victoria
Maribyrnong,Total participants,80-84 years,2973.0,Victoria
Maribyrnong,Eligible participants,80-84 years,3552.0,Victoria
Maribyrnong,Participation rate (%),80-84 years,83.7,Victoria
Maribyrnong,Total participants,85 years and over,2719.0,Victoria
Maribyrnong,Eligible participants,85 years and over,3592.0,Victoria
Maribyrnong,Participation rate (%),85 years and over,75.7,Victoria
Maribyrnong,Total participants,Age or gender ndf,710.0,Victoria
Maribyrnong,Eligible participants,Age or gender ndf,828.0,Victoria
Maribyrnong,Participation rate (%),Age or gender ndf,85.7,Victoria
Maribyrnong,Total participants,Total Persons,89226.0,Victoria
Maribyrnong,Eligible participants,Total Persons,112988.0,Victoria
Maribyrnong,Participation rate (%),Total Persons,79.0,Victoria
McEwen,Total participants,18-19 years,3264.0,Victoria
McEwen,Eligible participants,18-19 years,3977.0,Victoria
McEwen,Participation rate (%),18-19 years,82.1,Victoria
McEwen,Total participants,20-24 years,8863.0,Victoria
McEwen,Eligible participants,20-24 years,11638.0,Victoria
McEwen,Participation rate (%),20-24 years,76.2,Victoria
McEwen,Total participants,25-29 years,9391.0,Victoria
McEwen,Eligible participants,25-29 years,12662.0,Victoria
McEwen,Participation rate (%),25-29 years,74.2,Victoria
McEwen,Total participants,30-34 years,10744.0,Victoria
McEwen,Eligible participants,30-34 years,14305.0,Victoria
McEwen,Participation rate (%),30-34 years,75.1,Victoria
McEwen,Total participants,35-39 years,10907.0,Victoria
McEwen,Eligible participants,35-39 years,14325.0,Victoria
McEwen,Participation rate (%),35-39 years,76.1,Victoria
McEwen,Total participants,40-44 years,10737.0,Victoria
McEwen,Eligible participants,40-44 years,13653.0,Victoria
McEwen,Participation rate (%),40-44 years,78.6,Victoria
McEwen,Total participants,45-49 years,11000.0,Victoria
McEwen,Eligible participants,45-49 years,13645.0,Victoria
McEwen,Participation rate (%),45-49 years,80.6,Victoria
McEwen,Total participants,50-54 years,9984.0,Victoria
McEwen,Eligible participants,50-54 years,12055.0,Victoria
McEwen,Participation rate (%),50-54 years,82.8,Victoria
McEwen,Total participants,55-59 years,9560.0,Victoria
McEwen,Eligible participants,55-59 years,11271.0,Victoria
McEwen,Participation rate (%),55-59 years,84.8,Victoria
McEwen,Total participants,60-64 years,8331.0,Victoria
McEwen,Eligible participants,60-64 years,9528.0,Victoria
McEwen,Participation rate (%),60-64 years,87.4,Victoria
McEwen,Total participants,65-69 years,7316.0,Victoria
McEwen,Eligible participants,65-69 years,8180.0,Victoria
McEwen,Participation rate (%),65-69 years,89.4,Victoria
McEwen,Total participants,70-74 years,5418.0,Victoria
McEwen,Eligible participants,70-74 years,5997.0,Victoria
McEwen,Participation rate (%),70-74 years,90.3,Victoria
McEwen,Total participants,75-79 years,3221.0,Victoria
McEwen,Eligible participants,75-79 years,3611.0,Victoria
McEwen,Participation rate (%),75-79 years,89.2,Victoria
McEwen,Total participants,80-84 years,1832.0,Victoria
McEwen,Eligible participants,80-84 years,2129.0,Victoria
McEwen,Participation rate (%),80-84 years,86.0,Victoria
McEwen,Total participants,85 years and over,1500.0,Victoria
McEwen,Eligible participants,85 years and over,1851.0,Victoria
McEwen,Participation rate (%),85 years and over,81.0,Victoria
McEwen,Total participants,Age or gender ndf,1021.0,Victoria
McEwen,Eligible participants,Age or gender ndf,1228.0,Victoria
McEwen,Participation rate (%),Age or gender ndf,83.1,Victoria
McEwen,Total participants,Total Persons,113089.0,Victoria
McEwen,Eligible participants,Total Persons,140055.0,Victoria
McEwen,Participation rate (%),Total Persons,80.7,Victoria
McMillan,Total participants,18-19 years,2377.0,Victoria
McMillan,Eligible participants,18-19 years,2946.0,Victoria
McMillan,Participation rate (%),18-19 years,80.7,Victoria
McMillan,Total participants,20-24 years,6533.0,Victoria
McMillan,Eligible participants,20-24 years,9074.0,Victoria
McMillan,Participation rate (%),20-24 years,72.0,Victoria
McMillan,Total participants,25-29 years,6696.0,Victoria
McMillan,Eligible participants,25-29 years,9407.0,Victoria
McMillan,Participation rate (%),25-29 years,71.2,Victoria
McMillan,Total participants,30-34 years,7080.0,Victoria
McMillan,Eligible participants,30-34 years,9742.0,Victoria
McMillan,Participation rate (%),30-34 years,72.7,Victoria
McMillan,Total participants,35-39 years,6859.0,Victoria
McMillan,Eligible participants,35-39 years,9007.0,Victoria
McMillan,Participation rate (%),35-39 years,76.2,Victoria
McMillan,Total participants,40-44 years,6940.0,Victoria
McMillan,Eligible participants,40-44 years,8988.0,Victoria
McMillan,Participation rate (%),40-44 years,77.2,Victoria
McMillan,Total participants,45-49 years,7985.0,Victoria
McMillan,Eligible participants,45-49 years,9985.0,Victoria
McMillan,Participation rate (%),45-49 years,80.0,Victoria
McMillan,Total participants,50-54 years,8064.0,Victoria
McMillan,Eligible participants,50-54 years,9694.0,Victoria
McMillan,Participation rate (%),50-54 years,83.2,Victoria
McMillan,Total participants,55-59 years,8814.0,Victoria
McMillan,Eligible participants,55-59 years,10276.0,Victoria
McMillan,Participation rate (%),55-59 years,85.8,Victoria
McMillan,Total participants,60-64 years,8853.0,Victoria
McMillan,Eligible participants,60-64 years,9986.0,Victoria
McMillan,Participation rate (%),60-64 years,88.7,Victoria
McMillan,Total participants,65-69 years,8874.0,Victoria
McMillan,Eligible participants,65-69 years,9834.0,Victoria
McMillan,Participation rate (%),65-69 years,90.2,Victoria
McMillan,Total participants,70-74 years,7493.0,Victoria
McMillan,Eligible participants,70-74 years,8204.0,Victoria
McMillan,Participation rate (%),70-74 years,91.3,Victoria
McMillan,Total participants,75-79 years,5116.0,Victoria
McMillan,Eligible participants,75-79 years,5698.0,Victoria
McMillan,Participation rate (%),75-79 years,89.8,Victoria
McMillan,Total participants,80-84 years,3166.0,Victoria
McMillan,Eligible participants,80-84 years,3620.0,Victoria
McMillan,Participation rate (%),80-84 years,87.5,Victoria
McMillan,Total participants,85 years and over,2857.0,Victoria
McMillan,Eligible participants,85 years and over,3522.0,Victoria
McMillan,Participation rate (%),85 years and over,81.1,Victoria
McMillan,Total participants,Age or gender ndf,644.0,Victoria
McMillan,Eligible participants,Age or gender ndf,771.0,Victoria
McMillan,Participation rate (%),Age or gender ndf,83.5,Victoria
McMillan,Total participants,Total Persons,98351.0,Victoria
McMillan,Eligible participants,Total Persons,120754.0,Victoria
McMillan,Participation rate (%),Total Persons,81.4,Victoria
Melbourne,Total participants,18-19 years,1818.0,Victoria
Melbourne,Eligible participants,18-19 years,2205.0,Victoria
Melbourne,Participation rate (%),18-19 years,82.4,Victoria
Melbourne,Total participants,20-24 years,8860.0,Victoria
Melbourne,Eligible participants,20-24 years,10949.0,Victoria
Melbourne,Participation rate (%),20-24 years,80.9,Victoria
Melbourne,Total participants,25-29 years,15472.0,Victoria
Melbourne,Eligible participants,25-29 years,18513.0,Victoria
Melbourne,Participation rate (%),25-29 years,83.6,Victoria
Melbourne,Total participants,30-34 years,14543.0,Victoria
Melbourne,Eligible participants,30-34 years,17698.0,Victoria
Melbourne,Participation rate (%),30-34 years,82.2,Victoria
Melbourne,Total participants,35-39 years,10641.0,Victoria
Melbourne,Eligible participants,35-39 years,13082.0,Victoria
Melbourne,Participation rate (%),35-39 years,81.3,Victoria
Melbourne,Total participants,40-44 years,7837.0,Victoria
Melbourne,Eligible participants,40-44 years,9615.0,Victoria
Melbourne,Participation rate (%),40-44 years,81.5,Victoria
Melbourne,Total participants,45-49 years,7058.0,Victoria
Melbourne,Eligible participants,45-49 years,8595.0,Victoria
Melbourne,Participation rate (%),45-49 years,82.1,Victoria
Melbourne,Total participants,50-54 years,6145.0,Victoria
Melbourne,Eligible participants,50-54 years,7345.0,Victoria
Melbourne,Participation rate (%),50-54 years,83.7,Victoria
Melbourne,Total participants,55-59 years,5833.0,Victoria
Melbourne,Eligible participants,55-59 years,6885.0,Victoria
Melbourne,Participation rate (%),55-59 years,84.7,Victoria
Melbourne,Total participants,60-64 years,5343.0,Victoria
Melbourne,Eligible participants,60-64 years,6231.0,Victoria
Melbourne,Participation rate (%),60-64 years,85.7,Victoria
Melbourne,Total participants,65-69 years,4551.0,Victoria
Melbourne,Eligible participants,65-69 years,5217.0,Victoria
Melbourne,Participation rate (%),65-69 years,87.2,Victoria
Melbourne,Total participants,70-74 years,3370.0,Victoria
Melbourne,Eligible participants,70-74 years,3872.0,Victoria
Melbourne,Participation rate (%),70-74 years,87.0,Victoria
Melbourne,Total participants,75-79 years,2132.0,Victoria
Melbourne,Eligible participants,75-79 years,2555.0,Victoria
Melbourne,Participation rate (%),75-79 years,83.4,Victoria
Melbourne,Total participants,80-84 years,1388.0,Victoria
Melbourne,Eligible participants,80-84 years,1804.0,Victoria
Melbourne,Participation rate (%),80-84 years,76.9,Victoria
Melbourne,Total participants,85 years and over,1270.0,Victoria
Melbourne,Eligible participants,85 years and over,1713.0,Victoria
Melbourne,Participation rate (%),85 years and over,74.1,Victoria
Melbourne,Total participants,Age or gender ndf,1047.0,Victoria
Melbourne,Eligible participants,Age or gender ndf,1183.0,Victoria
Melbourne,Participation rate (%),Age or gender ndf,88.5,Victoria
Melbourne,Total participants,Total Persons,97308.0,Victoria
Melbourne,Eligible participants,Total Persons,117462.0,Victoria
Melbourne,Participation rate (%),Total Persons,82.8,Victoria
Melbourne Ports,Total participants,18-19 years,1370.0,Victoria
Melbourne Ports,Eligible participants,18-19 years,1580.0,Victoria
Melbourne Ports,Participation rate (%),18-19 years,86.7,Victoria
Melbourne Ports,Total participants,20-24 years,5703.0,Victoria
Melbourne Ports,Eligible participants,20-24 years,7058.0,Victoria
Melbourne Ports,Participation rate (%),20-24 years,80.8,Victoria
Melbourne Ports,Total participants,25-29 years,8932.0,Victoria
Melbourne Ports,Eligible participants,25-29 years,11260.0,Victoria
Melbourne Ports,Participation rate (%),25-29 years,79.3,Victoria
Melbourne Ports,Total participants,30-34 years,10237.0,Victoria
Melbourne Ports,Eligible participants,30-34 years,13051.0,Victoria
Melbourne Ports,Participation rate (%),30-34 years,78.4,Victoria
Melbourne Ports,Total participants,35-39 years,8815.0,Victoria
Melbourne Ports,Eligible participants,35-39 years,11239.0,Victoria
Melbourne Ports,Participation rate (%),35-39 years,78.4,Victoria
Melbourne Ports,Total participants,40-44 years,7782.0,Victoria
Melbourne Ports,Eligible participants,40-44 years,9674.0,Victoria
Melbourne Ports,Participation rate (%),40-44 years,80.4,Victoria
Melbourne Ports,Total participants,45-49 years,7606.0,Victoria
Melbourne Ports,Eligible participants,45-49 years,9180.0,Victoria
Melbourne Ports,Participation rate (%),45-49 years,82.9,Victoria
Melbourne Ports,Total participants,50-54 years,6565.0,Victoria
Melbourne Ports,Eligible participants,50-54 years,7784.0,Victoria
Melbourne Ports,Participation rate (%),50-54 years,84.3,Victoria
Melbourne Ports,Total participants,55-59 years,6586.0,Victoria
Melbourne Ports,Eligible participants,55-59 years,7644.0,Victoria
Melbourne Ports,Participation rate (%),55-59 years,86.2,Victoria
Melbourne Ports,Total participants,60-64 years,5890.0,Victoria
Melbourne Ports,Eligible participants,60-64 years,6779.0,Victoria
Melbourne Ports,Participation rate (%),60-64 years,86.9,Victoria
Melbourne Ports,Total participants,65-69 years,5493.0,Victoria
Melbourne Ports,Eligible participants,65-69 years,6203.0,Victoria
Melbourne Ports,Participation rate (%),65-69 years,88.6,Victoria
Melbourne Ports,Total participants,70-74 years,4231.0,Victoria
Melbourne Ports,Eligible participants,70-74 years,4816.0,Victoria
Melbourne Ports,Participation rate (%),70-74 years,87.9,Victoria
Melbourne Ports,Total participants,75-79 years,2625.0,Victoria
Melbourne Ports,Eligible participants,75-79 years,3073.0,Victoria
Melbourne Ports,Participation rate (%),75-79 years,85.4,Victoria
Melbourne Ports,Total participants,80-84 years,1699.0,Victoria
Melbourne Ports,Eligible participants,80-84 years,2098.0,Victoria
Melbourne Ports,Participation rate (%),80-84 years,81.0,Victoria
